Asset_Name,Owner_Entity,Address,Current_Value,Loan_Balance,Loan_Rate,Debt_Facility,Source,OneRoof_URL
Primary Residence,Group Reality Ltd,"11 Linley Place, Hillcrest, Auckland 0627, New Zealand",1280000,430000,0.05,100000,Manual,https://www.oneroof.co.nz/property/auckland/hillcrest/11-linley-place/SJ2nS
